data_size,model_size,train_loss,eval_loss,compute
831872,8,0.00793801,0.032743355,53239808
844672,8,0.001116682,0.030361056,54059008
857472,8,7.50E-05,0.032202069,54878208
870272,8,0.00048736,0.036271519,55697408
883072,8,0.004625658,0.032574975,56516608
895872,8,0.010031041,0.037568924,57335808
908672,8,0.002701859,0.034497525,58155008
921472,8,0.000198533,0.03348415,58974208
934272,8,9.37E-05,0.030496714,59793408
947072,8,0.032550845,0.029614741,60612608
959872,8,0.002051907,0.033535693,61431808
972672,8,0.072167128,0.033540678,62251008
985472,8,6.27E-05,0.040182583,63070208
998272,8,0.001549859,0.034215128,63889408
1011072,8,0.001019742,0.035159887,64708608
1023872,8,0.01636019,0.036184554,65527808
1036672,8,3.57E-05,0.032843805,66347008
1049472,8,0.002510206,0.031699858,67166208
1062272,8,0.000425356,0.032723519,67985408
1075072,8,5.53E-05,0.03454297,68804608
1087872,8,0.000762915,0.032985202,69623808
1100672,8,0.000396755,0.03517223,70443008
1113472,8,0.000797628,0.028735821,71262208
1126272,8,0.014606139,0.033243165,72081408
1139072,8,3.50E-05,0.03594931,72900608
1151872,8,0.000863436,0.040467991,73719808
1164672,8,0.014817277,0.03553678,74539008
1177472,8,0.000323401,0.043213991,75358208
1190272,8,6.45E-05,0.037465127,76177408
1203072,8,0.000151923,0.034919672,76996608
1215872,8,4.86E-05,0.037144427,77815808
1228672,8,0.040186357,0.036243501,78635008
1241472,8,8.10E-05,0.031327947,79454208
1254272,8,3.93E-05,0.033202222,80273408
1267072,8,0.00067832,0.032227054,81092608
1279872,8,0.031618919,0.040559499,81911808
1292672,8,0.000732297,0.038221975,82731008
1305472,8,0.000230318,0.033604518,83550208
1318272,8,0.000613787,0.033255208,84369408
1331072,8,0.001468922,0.034058548,85188608
1343872,8,0.000317372,0.043851065,86007808
1356672,8,0.000515095,0.036218403,86827008
1369472,8,0.00172324,0.035051541,87646208
1382272,8,0.000847823,0.0357336,88465408
1395072,8,0.001714,0.036838266,89284608
1407872,8,4.17E-05,0.039273664,90103808
1420672,8,0.001008376,0.036270115,90923008
1433472,8,0.00029043,0.045567856,91742208
1446272,8,0.003419909,0.038737512,92561408
1459072,8,6.72E-05,0.040022351,93380608
1471872,8,2.99E-05,0.034682246,94199808
1484672,8,0.001563781,0.035205053,95019008
1497472,8,0.001587344,0.035709686,95838208
1510272,8,2.65E-05,0.040415786,96657408
1523072,8,0.005282959,0.040035629,97476608
1535872,8,3.09E-05,0.043278209,98295808
1548672,8,0.000175967,0.040094832,99115008
1561472,8,0.002307385,0.049123595,99934208
1574272,8,6.33E-06,0.044958261,100753408
1587072,8,7.18E-05,0.038526487,101572608
1599872,8,0.000273084,0.039538492,102391808
1612672,8,0.001070499,0.040171261,103211008
1625472,8,0.000113298,0.039781636,104030208
1638272,8,0.000251244,0.040830929,104849408
1651072,8,0.005100599,0.041496987,105668608
1663872,8,0.000165935,0.038721333,106487808
1676672,8,0.000694426,0.037511185,107307008
1689472,8,1.94E-05,0.036946712,108126208
1702272,8,7.39E-05,0.041964961,108945408
1715072,8,4.05E-06,0.043201819,109764608
1727872,8,2.36E-05,0.043005283,110583808
1740672,8,0.011069815,0.041339133,111403008
1753472,8,0.00078593,0.038994281,112222208
1766272,8,2.03E-05,0.035319384,113041408
1779072,8,2.72E-06,0.039775314,113860608
1791872,8,9.32E-06,0.038721537,114679808
1804672,8,3.18E-06,0.04148868,115499008
1817472,8,6.13E-05,0.043890163,116318208
1830272,8,6.09E-05,0.042221176,117137408
1843072,8,0.000108831,0.044749173,117956608
1855872,8,0.000264331,0.042923814,118775808
1868672,8,2.53E-06,0.044649189,119595008
1881472,8,4.42E-06,0.04640827,120414208
1894272,8,3.57E-06,0.044253859,121233408
1907072,8,2.65E-05,0.035974789,122052608
1919872,8,0.001690587,0.039316126,122871808
12672,11.3137085,0.179579556,0.096956077,1622016
25472,11.3137085,0.062287673,0.068792933,3260416
38272,11.3137085,0.074145176,0.056640752,4898816
51072,11.3137085,0.093090527,0.04362728,6537216
63872,11.3137085,0.050164707,0.089169935,8175616
76672,11.3137085,0.002787171,0.055373611,9814016
89472,11.3137085,0.001614662,0.041595986,11452416
102272,11.3137085,0.021280415,0.045240449,13090816
115072,11.3137085,0.056705628,0.047611706,14729216
127872,11.3137085,0.005419225,0.033826444,16367616
140672,11.3137085,0.026605535,0.033986035,18006016
153472,11.3137085,0.03336018,0.044293511,19644416
166272,11.3137085,0.025939994,0.026258854,21282816
179072,11.3137085,0.078815959,0.036585808,22921216
191872,11.3137085,0.006789878,0.031895127,24559616
204672,11.3137085,0.010376346,0.030442556,26198016
217472,11.3137085,0.01456276,0.035327191,27836416
230272,11.3137085,0.042008333,0.035856439,29474816
243072,11.3137085,0.030564738,0.023055993,31113216
255872,11.3137085,0.000777512,0.034262737,32751616
268672,11.3137085,0.009218873,0.034012674,34390016
281472,11.3137085,0.005747365,0.029706878,36028416
294272,11.3137085,0.003781481,0.026976476,37666816
307072,11.3137085,0.002102829,0.033036757,39305216
319872,11.3137085,0.073585935,0.029550743,40943616
332672,11.3137085,0.000591031,0.029258402,42582016
345472,11.3137085,0.003227926,0.032179845,44220416
358272,11.3137085,0.010158888,0.02740281,45858816
371072,11.3137085,0.004099187,0.024962245,47497216
383872,11.3137085,0.003573,0.042229525,49135616
396672,11.3137085,0.035863671,0.034597487,50774016
409472,11.3137085,0.00774414,0.045263129,52412416
422272,11.3137085,0.00332423,0.029190224,54050816
435072,11.3137085,0.000519045,0.039586176,55689216
447872,11.3137085,0.023946192,0.028578284,57327616
460672,11.3137085,0.003427585,0.035070452,58966016
473472,11.3137085,0.003054875,0.028538959,60604416
486272,11.3137085,0.031051723,0.02983508,62242816
499072,11.3137085,0.008930331,0.026553782,63881216
511872,11.3137085,0.040031604,0.034846712,65519616
524672,11.3137085,0.004280685,0.031645377,67158016
537472,11.3137085,0.000167223,0.033853819,68796416
550272,11.3137085,0.000693166,0.036861906,70434816
563072,11.3137085,0.020335328,0.040118515,72073216
575872,11.3137085,0.004082791,0.036930139,73711616
588672,11.3137085,9.70E-05,0.032863004,75350016
601472,11.3137085,0.000232194,0.034206912,76988416
614272,11.3137085,0.001578351,0.035816689,78626816
627072,11.3137085,0.00074062,0.032817853,80265216
639872,11.3137085,0.003124828,0.026169671,81903616
652672,11.3137085,0.002156175,0.031490092,83542016
665472,11.3137085,0.002490076,0.029803119,85180416
678272,11.3137085,0.000256656,0.026773512,86818816
691072,11.3137085,0.002131022,0.028252799,88457216
703872,11.3137085,0.000455388,0.028523394,90095616
716672,11.3137085,9.34E-05,0.034432973,91734016
729472,11.3137085,0.024207585,0.03612551,93372416
742272,11.3137085,0.018681169,0.026369379,95010816
755072,11.3137085,0.008674009,0.033466779,96649216
767872,11.3137085,0.000401084,0.026952369,98287616
780672,11.3137085,0.000303697,0.027471873,99926016
793472,11.3137085,0.000296268,0.032403545,101564416
806272,11.3137085,0.000364493,0.037232777,103202816
819072,11.3137085,5.02E-05,0.031755622,104841216
831872,11.3137085,0.001113252,0.039879018,106479616
844672,11.3137085,0.00346151,0.027615574,108118016
857472,11.3137085,8.47E-05,0.034865845,109756416
870272,11.3137085,0.000115923,0.038991839,111394816
883072,11.3137085,0.000587183,0.03444712,113033216
895872,11.3137085,0.001186621,0.033544758,114671616
908672,11.3137085,0.002772808,0.029670235,116310016
921472,11.3137085,0.02400203,0.046432952,117948416
934272,11.3137085,0.026009677,0.034464541,119586816
947072,11.3137085,1.73E-05,0.02972344,121225216
959872,11.3137085,0.034803633,0.034363289,122863616
972672,11.3137085,0.000752164,0.031725266,124502016
985472,11.3137085,4.87E-05,0.034755937,126140416
998272,11.3137085,0.00019562,0.03549507,127778816
1011072,11.3137085,0.00010684,0.034918735,129417216
1023872,11.3137085,0.00040393,0.03881183,131055616
1036672,11.3137085,0.014245639,0.035698997,132694016
1049472,11.3137085,0.001304646,0.033189223,134332416
1062272,11.3137085,0.006481256,0.031888922,135970816
1075072,11.3137085,0.000128571,0.036105471,137609216
1087872,11.3137085,2.89E-05,0.03185213,139247616
1100672,11.3137085,0.00012689,0.033025877,140886016
1113472,11.3137085,2.94E-05,0.030249069,142524416
1126272,11.3137085,0.001010809,0.03034767,144162816
1139072,11.3137085,0.012946831,0.033861438,145801216
1151872,11.3137085,7.75E-05,0.032037221,147439616
1164672,11.3137085,0.000622231,0.036705142,149078016
1177472,11.3137085,3.22E-05,0.035377641,150716416
1190272,11.3137085,0.000275463,0.035609692,152354816
1203072,11.3137085,0.000125075,0.035245539,153993216
1215872,11.3137085,0.001749828,0.034398069,155631616
1228672,11.3137085,3.17E-06,0.034918391,157270016
1241472,11.3137085,9.07E-05,0.034457298,158908416
1254272,11.3137085,0.023552164,0.053211367,160546816
1267072,11.3137085,0.000211197,0.032711205,162185216
1279872,11.3137085,6.24E-05,0.038201327,163823616
1292672,11.3137085,5.85E-06,0.03623892,165462016
1305472,11.3137085,0.002146868,0.037165417,167100416
1318272,11.3137085,3.09E-05,0.033412113,168738816
1331072,11.3137085,8.57E-05,0.042213639,170377216
1343872,11.3137085,4.31E-05,0.042299919,172015616
1356672,11.3137085,0.001429168,0.038635352,173654016
1369472,11.3137085,0.019261435,0.035898003,175292416
1382272,11.3137085,2.54E-05,0.041636858,176930816
1395072,11.3137085,0.001189396,0.03280727,178569216
1407872,11.3137085,0.000394629,0.033168191,180207616
1420672,11.3137085,0.003037736,0.032812862,181846016
1433472,11.3137085,0.016707035,0.031061218,183484416
1446272,11.3137085,0.001606244,0.033289438,185122816
1459072,11.3137085,7.30E-06,0.029610574,186761216
1471872,11.3137085,1.99E-06,0.032482637,188399616
1484672,11.3137085,1.08E-06,0.033796545,190038016
1497472,11.3137085,0.000526283,0.03434467,191676416
1510272,11.3137085,1.10E-05,0.035160722,193314816
1523072,11.3137085,0.000236657,0.02944811,194953216
1535872,11.3137085,0.000313013,0.031791805,196591616
1548672,11.3137085,6.58E-05,0.030007278,198230016
1561472,11.3137085,4.55E-06,0.046430288,199868416
1574272,11.3137085,0.000526866,0.03461562,201506816
1587072,11.3137085,0.000804571,0.034825103,203145216
1599872,11.3137085,0.000235308,0.034994886,204783616
1612672,11.3137085,0.002863918,0.031773954,206422016
1625472,11.3137085,1.97E-05,0.037924265,208060416
1638272,11.3137085,4.37E-05,0.03911535,209698816
1651072,11.3137085,9.18E-06,0.037642479,211337216
1663872,11.3137085,0.000298878,0.039741065,212975616
1676672,11.3137085,9.61E-05,0.043804589,214614016
1689472,11.3137085,0.006347002,0.042151188,216252416
1702272,11.3137085,0.000786826,0.040966814,217890816
1715072,11.3137085,6.70E-07,0.037941829,219529216
1727872,11.3137085,5.07E-05,0.043641833,221167616
1740672,11.3137085,4.81E-06,0.043215573,222806016
1753472,11.3137085,2.38E-05,0.041364044,224444416
1766272,11.3137085,0.001889694,0.041770368,226082816
1779072,11.3137085,0.036381494,0.040996796,227721216
1791872,11.3137085,0.000136286,0.043679789,229359616
1804672,11.3137085,2.59E-05,0.03733705,230998016
1817472,11.3137085,2.42E-06,0.037387008,232636416
1830272,11.3137085,0.025001114,0.033563464,234274816
1843072,11.3137085,2.91E-05,0.040024179,235913216
1855872,11.3137085,3.94E-06,0.035418385,237551616
1868672,11.3137085,0.002194382,0.033570272,239190016
1881472,11.3137085,0.006231717,0.042795124,240828416
1894272,11.3137085,2.51E-05,0.045260314,242466816
1907072,11.3137085,2.35E-05,0.031103115,244105216
1919872,11.3137085,1.95E-05,0.031714551,245743616
12672,16,0.083536185,0.087802105,3244032
25472,16,0.068718195,0.059692135,6520832
38272,16,0.049924206,0.06560338,9797632
51072,16,0.011006337,0.04322247,13074432
63872,16,0.058548354,0.058044267,16351232
76672,16,0.055686269,0.052302476,19628032
89472,16,0.045343369,0.041123715,22904832
102272,16,0.03770652,0.051347153,26181632
115072,16,0.067187704,0.031994357,29458432
127872,16,0.023041675,0.03506277,32735232
140672,16,0.076017275,0.031287454,36012032
153472,16,0.03597245,0.034412234,39288832
166272,16,0.008691214,0.034826592,42565632
179072,16,0.001456223,0.029567555,45842432
191872,16,0.015367213,0.032141232,49119232
204672,16,0.00226756,0.032909659,52396032
217472,16,0.002080058,0.026818455,55672832
230272,16,0.004321041,0.033924259,58949632
243072,16,0.014574687,0.028042405,62226432
255872,16,0.009961997,0.032510429,65503232
268672,16,0.107043654,0.02412719,68780032
281472,16,0.001400014,0.034424841,72056832
294272,16,0.004965076,0.030536158,75333632
307072,16,0.000943855,0.030778444,78610432
319872,16,0.000447338,0.023378164,81887232
332672,16,0.000829143,0.02752083,85164032
345472,16,0.003173699,0.028834704,88440832
358272,16,0.009838843,0.022017781,91717632
371072,16,0.001325477,0.033918353,94994432
383872,16,0.013589945,0.030070264,98271232
396672,16,0.002965726,0.027003814,101548032
409472,16,0.034485232,0.031089217,104824832
422272,16,0.033350423,0.024089704,108101632
435072,16,0.004631524,0.029222514,111378432
447872,16,0.000518881,0.027261233,114655232
460672,16,0.003238881,0.02755624,117932032
473472,16,0.001082519,0.028167494,121208832
486272,16,0.001415827,0.033795928,124485632
499072,16,0.015356673,0.029642057,127762432
511872,16,0.000435136,0.035080869,131039232
524672,16,0.001812546,0.028830557,134316032
537472,16,0.000787035,0.025282477,137592832
550272,16,0.001265763,0.028097858,140869632
563072,16,5.02E-05,0.026302735,144146432
575872,16,0.013504868,0.033074027,147423232
588672,16,0.000859343,0.034023142,150700032
601472,16,0.031986542,0.021958238,153976832
614272,16,0.001064049,0.024300002,157253632
627072,16,0.000356669,0.025781437,160530432
639872,16,0.000842807,0.029910857,163807232
652672,16,0.001154647,0.027195287,167084032
665472,16,0.002024649,0.028548672,170360832
678272,16,0.006069337,0.026771817,173637632
691072,16,0.000165053,0.031150703,176914432
703872,16,0.000194012,0.030075345,180191232
716672,16,0.028237447,0.0324346,183468032
729472,16,6.24E-05,0.025171755,186744832
742272,16,0.015479797,0.022744627,190021632
755072,16,0.032695614,0.023654944,193298432
767872,16,0.011713059,0.025884438,196575232
780672,16,0.000800582,0.026115382,199852032
793472,16,1.91E-05,0.029953265,203128832
806272,16,0.03601481,0.025226388,206405632
819072,16,0.00064992,0.022530311,209682432
831872,16,0.020143759,0.032978066,212959232
844672,16,0.000207141,0.035789373,216236032
857472,16,0.00573805,0.031838776,219512832
870272,16,6.28E-05,0.029876716,222789632
883072,16,0.000592025,0.027882567,226066432
895872,16,0.000163145,0.027904495,229343232
908672,16,0.000148209,0.027638719,232620032
921472,16,4.39E-05,0.03015806,235896832
934272,16,0.004698826,0.030142961,239173632
947072,16,4.57E-05,0.028773713,242450432
959872,16,0.000150286,0.034459789,245727232
972672,16,0.001943058,0.026136071,249004032
985472,16,0.00265895,0.033259451,252280832
998272,16,0.000661931,0.032847223,255557632
1011072,16,0.007667882,0.030873066,258834432
1023872,16,2.15E-05,0.032075414,262111232
1036672,16,5.58E-05,0.029324259,265388032
1049472,16,0.000240595,0.031795394,268664832
1062272,16,0.002577454,0.025427113,271941632
1075072,16,0.001347098,0.028227207,275218432
1087872,16,0.029480202,0.034413374,278495232
1100672,16,0.002109216,0.030983028,281772032
1113472,16,0.00013985,0.028888464,285048832
1126272,16,0.000845606,0.025730752,288325632
1139072,16,0.000386705,0.028306088,291602432
1151872,16,0.003193052,0.031709303,294879232
1164672,16,0.001365017,0.02652843,298156032
1177472,16,0.000123273,0.028606279,301432832
1190272,16,5.23E-06,0.030605275,304709632
1203072,16,0.000117256,0.03445935,307986432
1215872,16,0.005425568,0.034828258,311263232
1228672,16,0.000178869,0.036124852,314540032
1241472,16,0.00125534,0.039393458,317816832
1254272,16,8.64E-05,0.040373002,321093632
1267072,16,7.93E-05,0.038156013,324370432
1279872,16,0.00013725,0.033212819,327647232
1292672,16,0.000384284,0.031585604,330924032
1305472,16,0.000855392,0.036396774,334200832
1318272,16,0.000158553,0.035911208,337477632
1331072,16,1.00E-05,0.035594184,340754432
1343872,16,2.47E-05,0.034969087,344031232
1356672,16,1.55E-05,0.035894552,347308032
1369472,16,0.000110009,0.040472416,350584832
1382272,16,5.60E-05,0.04032152,353861632
1395072,16,1.93E-05,0.035831133,357138432
1407872,16,0.003208105,0.035418961,360415232
1420672,16,6.02E-07,0.028539959,363692032
1433472,16,0.001244582,0.03256614,366968832
1446272,16,0.000134959,0.028917594,370245632
1459072,16,4.38E-05,0.038223008,373522432
1471872,16,1.44E-05,0.039777836,376799232
1484672,16,1.29E-05,0.034720644,380076032
1497472,16,4.90E-05,0.037560611,383352832
1510272,16,0.000615305,0.041126712,386629632
1523072,16,8.50E-06,0.042894177,389906432
1535872,16,7.82E-05,0.037316582,393183232
1548672,16,0.005896599,0.038474476,396460032
1561472,16,0.001362105,0.042196591,399736832
1574272,16,0.000294424,0.038324395,403013632
1587072,16,5.24E-05,0.032701861,406290432
1599872,16,2.37E-05,0.031033025,409567232
1612672,16,0.00020399,0.035107431,412844032
1625472,16,6.95E-06,0.03510645,416120832
1638272,16,0.00070389,0.037748143,419397632
1651072,16,5.41E-06,0.031552711,422674432
1663872,16,8.97E-06,0.034225782,425951232
1676672,16,0.002392899,0.033423639,429228032
1689472,16,7.43E-07,0.033788408,432504832
1702272,16,0.000197028,0.035640677,435781632
1715072,16,5.15E-05,0.037544403,439058432
1727872,16,8.21E-07,0.038744751,442335232
1740672,16,1.56E-05,0.044052163,445612032
1753472,16,0.000120698,0.040812197,448888832
1766272,16,0.000718605,0.041359733,452165632
1779072,16,1.23E-05,0.045283512,455442432
1791872,16,0.000493888,0.034712685,458719232
1804672,16,0.008886485,0.03560242,461996032
1817472,16,0.032361381,0.034835708,465272832
1830272,16,7.95E-06,0.038846935,468549632
1843072,16,4.70E-05,0.035811421,471826432
1855872,16,6.97E-05,0.034995609,475103232
1868672,16,2.45E-05,0.032616742,478380032
1881472,16,0.01906823,0.033626513,481656832
1894272,16,4.06E-05,0.034407308,484933632
1907072,16,3.41E-06,0.03402169,488210432
1919872,16,2.54E-06,0.03712907,491487232
12672,1,0.219270587,0.253567402,12672
25472,1,0.199516967,0.165683243,25472
38272,1,0.214905888,0.151732647,38272
51072,1,0.062786318,0.142185943,51072
63872,1,0.132454455,0.121795808,63872
76672,1,0.184661612,0.128318538,76672
89472,1,0.13278237,0.115118858,89472
102272,1,0.259950489,0.10519322,102272
115072,1,0.05868439,0.125835448,115072
127872,1,0.088274747,0.099869645,127872
140672,1,0.087360799,0.116861178,140672
153472,1,0.035746507,0.108090145,153472
166272,1,0.105675861,0.105484723,166272
179072,1,0.104040518,0.093316778,179072
191872,1,0.191244066,0.087031092,191872
204672,1,0.123652495,0.102675406,204672
217472,1,0.151834622,0.089943373,217472
230272,1,0.037652899,0.092911468,230272
243072,1,0.127411813,0.088006163,243072
255872,1,0.089835338,0.08865902,255872
268672,1,0.046720468,0.085097555,268672
281472,1,0.042848453,0.088768258,281472
294272,1,0.049027778,0.093769813,294272
307072,1,0.060221318,0.101932062,307072
319872,1,0.087469779,0.08374491,319872
332672,1,0.08975859,0.082858661,332672
345472,1,0.058549982,0.097332483,345472
358272,1,0.106863886,0.101077169,358272
371072,1,0.050792098,0.086652399,371072
383872,1,0.126604155,0.087613697,383872
396672,1,0.059381269,0.092226445,396672
409472,1,0.022419335,0.089526983,409472
422272,1,0.110864699,0.081935759,422272
435072,1,0.0954125,0.080105617,435072
447872,1,0.169984862,0.080882714,447872
460672,1,0.072502777,0.084344778,460672
473472,1,0.108782455,0.082795259,473472
486272,1,0.100150257,0.082162424,486272
499072,1,0.033626705,0.085733597,499072
511872,1,0.10977748,0.077140809,511872
524672,1,0.037542131,0.076692668,524672
537472,1,0.062020883,0.077014764,537472
550272,1,0.032531202,0.084307076,550272
563072,1,0.041605897,0.075594865,563072
575872,1,0.109915137,0.078896835,575872
588672,1,0.097085752,0.078146829,588672
601472,1,0.051055107,0.081342911,601472
614272,1,0.079158008,0.082304407,614272
627072,1,0.031317592,0.088435966,627072
639872,1,0.043877792,0.079921558,639872
652672,1,0.055017941,0.069190913,652672
665472,1,0.05569803,0.080410304,665472
678272,1,0.09522859,0.07495048,678272
691072,1,0.062801056,0.077189247,691072
703872,1,0.049415208,0.078145183,703872
716672,1,0.025263654,0.080611658,716672
729472,1,0.054724667,0.080826531,729472
742272,1,0.114728704,0.073038049,742272
755072,1,0.072677694,0.080294481,755072
767872,1,0.028344739,0.076681897,767872
780672,1,0.040470492,0.082306364,780672
793472,1,0.039298341,0.081782718,793472
806272,1,0.059019197,0.073390546,806272
819072,1,0.042096864,0.081523155,819072
831872,1,0.04285384,0.074523155,831872
844672,1,0.051021267,0.07885547,844672
857472,1,0.090379111,0.073357868,857472
870272,1,0.013057365,0.070953852,870272
883072,1,0.054841351,0.071738002,883072
895872,1,0.019491095,0.075263489,895872
908672,1,0.023473889,0.069869425,908672
921472,1,0.020043917,0.072291338,921472
934272,1,0.013151613,0.073690174,934272
947072,1,0.209866792,0.07123501,947072
959872,1,0.048603281,0.078373116,959872
972672,1,0.047022898,0.076510577,972672
985472,1,0.0197035,0.072103475,985472
998272,1,0.032158423,0.073562941,998272
1011072,1,0.039722096,0.074234212,1011072
1023872,1,0.048140556,0.071450621,1023872
1036672,1,0.061298117,0.083047959,1036672
1049472,1,0.031490337,0.071896106,1049472
1062272,1,0.054277383,0.074798809,1062272
1075072,1,0.111243613,0.077771982,1075072
1087872,1,0.022900904,0.072242568,1087872
1100672,1,0.072156124,0.07231288,1100672
1113472,1,0.059612788,0.074399659,1113472
1126272,1,0.060508534,0.071319073,1126272
1139072,1,0.083972223,0.071633399,1139072
1151872,1,0.019599389,0.074203103,1151872
1164672,1,0.075327247,0.07741981,1164672
1177472,1,0.166824952,0.074115473,1177472
1190272,1,0.12373919,0.075841557,1190272
1203072,1,0.039596379,0.075510477,1203072
1215872,1,0.008945173,0.071746817,1215872
1228672,1,0.016194442,0.074158544,1228672
1241472,1,0.079268314,0.070605522,1241472
1254272,1,0.024649989,0.07436339,1254272
1267072,1,0.105719067,0.072852619,1267072
1279872,1,0.022680163,0.068184848,1279872
1292672,1,0.085081533,0.067497842,1292672
1305472,1,0.018798996,0.069789798,1305472
1318272,1,0.069095954,0.067958092,1318272
1331072,1,0.055632371,0.066208852,1331072
1343872,1,0.042802319,0.070459019,1343872
1356672,1,0.090120226,0.065091442,1356672
1369472,1,0.080411084,0.07721793,1369472
1382272,1,0.028330913,0.074233627,1382272
1395072,1,0.053808961,0.069187764,1395072
1407872,1,0.061727606,0.077490475,1407872
1420672,1,0.033926897,0.071148369,1420672
1433472,1,0.030864628,0.073175711,1433472
1446272,1,0.051044494,0.069871698,1446272
1459072,1,0.070230201,0.072405161,1459072
1471872,1,0.017329624,0.077489536,1471872
1484672,1,0.040511638,0.066731406,1484672
1497472,1,0.028678173,0.072485831,1497472
1510272,1,0.084174164,0.070514729,1510272
1523072,1,0.020913176,0.071311538,1523072
1535872,1,0.016424172,0.070442901,1535872
1548672,1,0.04123912,0.071610357,1548672
1561472,1,0.067475952,0.073816229,1561472
1574272,1,0.038201671,0.071792679,1574272
1587072,1,0.036123227,0.066742526,1587072
1599872,1,0.054128241,0.068640055,1599872
1612672,1,0.079982534,0.068356146,1612672
1625472,1,0.028252797,0.073441182,1625472
1638272,1,0.029035354,0.071567632,1638272
1651072,1,0.02032019,0.067305483,1651072
1663872,1,0.049287502,0.067518218,1663872
1676672,1,0.016651956,0.071408201,1676672
1689472,1,0.023399016,0.069947291,1689472
1702272,1,0.02567124,0.075159033,1702272
1715072,1,0.033934306,0.067350946,1715072
1727872,1,0.044149213,0.069806593,1727872
1740672,1,0.11255797,0.073839632,1740672
1753472,1,0.010839697,0.066568212,1753472
1766272,1,0.066839665,0.069435866,1766272
1779072,1,0.048237059,0.071202893,1779072
1791872,1,0.025012936,0.067755475,1791872
1804672,1,0.018550707,0.0670097,1804672
1817472,1,0.061837189,0.067355666,1817472
1830272,1,0.017075347,0.070632904,1830272
1843072,1,0.018222639,0.071079428,1843072
1855872,1,0.046385817,0.066472411,1855872
1868672,1,0.040587563,0.068737413,1868672
1881472,1,0.04609995,0.066618443,1881472
1894272,1,0.083285041,0.067270395,1894272
1907072,1,0.071604431,0.068020065,1907072
1919872,1,0.009930704,0.06754282,1919872
12672,1.414213562,0.176732093,0.158430925,25344
25472,1.414213562,0.124943107,0.122505905,50944
38272,1.414213562,0.096681282,0.113696981,76544
51072,1.414213562,0.079944566,0.125251387,102144
63872,1.414213562,0.053399373,0.086839535,127744
76672,1.414213562,0.119683333,0.10218149,153344
89472,1.414213562,0.049964871,0.078385344,178944
102272,1.414213562,0.071404882,0.08151058,204544
115072,1.414213562,0.069567911,0.073693413,230144
127872,1.414213562,0.085014522,0.07373716,255744
140672,1.414213562,0.05126157,0.087483421,281344
153472,1.414213562,0.091793753,0.068754719,306944
166272,1.414213562,0.04423264,0.071351787,332544
179072,1.414213562,0.020434732,0.076005621,358144
191872,1.414213562,0.036907252,0.076442073,383744
204672,1.414213562,0.012950412,0.072884771,409344
217472,1.414213562,0.005984132,0.065273523,434944
230272,1.414213562,0.020876048,0.061296073,460544
243072,1.414213562,0.03982323,0.056537765,486144
255872,1.414213562,0.056123603,0.061321845,511744
268672,1.414213562,0.036751878,0.057827471,537344
281472,1.414213562,0.016277097,0.063126732,562944
294272,1.414213562,0.028036518,0.058778411,588544
307072,1.414213562,0.111451991,0.053136271,614144
319872,1.414213562,0.082245924,0.066046267,639744
332672,1.414213562,0.029024906,0.057204987,665344
345472,1.414213562,0.068696156,0.057964256,690944
358272,1.414213562,0.044505157,0.059258931,716544
371072,1.414213562,0.038410932,0.064544464,742144
383872,1.414213562,0.027377119,0.056092351,767744
396672,1.414213562,0.021600489,0.058730224,793344
409472,1.414213562,0.028289488,0.051406972,818944
422272,1.414213562,0.04113454,0.051686678,844544
435072,1.414213562,0.09321548,0.062104385,870144
447872,1.414213562,0.04790359,0.057528153,895744
460672,1.414213562,0.029769812,0.055889684,921344
473472,1.414213562,0.023934208,0.051154704,946944
486272,1.414213562,0.043227188,0.052338661,972544
499072,1.414213562,0.07702525,0.057914777,998144
511872,1.414213562,0.02114287,0.058793707,1023744
524672,1.414213562,0.038740862,0.055704646,1049344
537472,1.414213562,0.080177762,0.052506796,1074944
550272,1.414213562,0.052710216,0.062031485,1100544
563072,1.414213562,0.024244823,0.05534788,1126144
575872,1.414213562,0.041984461,0.054121782,1151744
588672,1.414213562,0.022304965,0.057676833,1177344
601472,1.414213562,0.106797121,0.053195811,1202944
614272,1.414213562,0.046565134,0.061795763,1228544
627072,1.414213562,0.066790044,0.051910639,1254144
639872,1.414213562,0.090809368,0.049912131,1279744
652672,1.414213562,0.022086062,0.050626682,1305344
665472,1.414213562,0.00908773,0.052034986,1330944
678272,1.414213562,0.013753431,0.058822394,1356544
691072,1.414213562,0.018885117,0.052332502,1382144
703872,1.414213562,0.016007235,0.048106051,1407744
716672,1.414213562,0.011238975,0.050832079,1433344
729472,1.414213562,0.018422287,0.055229215,1458944
742272,1.414213562,0.015990885,0.052511571,1484544
755072,1.414213562,0.020242922,0.051234038,1510144
767872,1.414213562,0.074303202,0.064294133,1535744
780672,1.414213562,0.017800197,0.056013855,1561344
793472,1.414213562,0.037630364,0.051210636,1586944
806272,1.414213562,0.026889678,0.057846614,1612544
819072,1.414213562,0.081231482,0.058769396,1638144
831872,1.414213562,0.012742553,0.05875014,1663744
844672,1.414213562,0.042252332,0.053196705,1689344
857472,1.414213562,0.046641689,0.057890823,1714944
870272,1.414213562,0.045813903,0.0549837,1740544
883072,1.414213562,0.005991158,0.054179692,1766144
895872,1.414213562,0.082764551,0.056341017,1791744
908672,1.414213562,0.035157248,0.052627119,1817344
921472,1.414213562,0.041445371,0.052825065,1842944
934272,1.414213562,0.004658697,0.058193198,1868544
