,step,model_size,train_loss,eval_loss,compute,eval_min,train_min,params
1152,422272,11.3137085,0.00332423,0.029190224,6918504449.24167,0.023055993,0.000591031,128.0
1153,435072,11.3137085,0.000519045,0.039586176,7128219649.279308,0.023055993,0.000519045,128.0
1154,447872,11.3137085,0.023946192,0.028578284,7337934849.316946,0.023055993,0.000519045,128.0
1155,460672,11.3137085,0.003427585,0.035070452,7547650049.354584,0.023055993,0.000519045,128.0
1156,473472,11.3137085,0.003054875,0.028538959,7757365249.392221,0.023055993,0.000519045,128.0
1157,486272,11.3137085,0.031051723,0.02983508,7967080449.429859,0.023055993,0.000519045,128.0
1158,499072,11.3137085,0.008930331,0.026553782,8176795649.467497,0.023055993,0.000519045,128.0
1159,511872,11.3137085,0.040031604,0.034846712,8386510849.505135,0.023055993,0.000519045,128.0
1160,524672,11.3137085,0.004280685,0.031645377,8596226049.542772,0.023055993,0.000519045,128.0
1161,537472,11.3137085,0.000167223,0.033853819,8805941249.58041,0.023055993,0.000167223,128.0
1162,550272,11.3137085,0.000693166,0.036861906,9015656449.618048,0.023055993,0.000167223,128.0
1163,563072,11.3137085,0.020335328,0.040118515,9225371649.655685,0.023055993,0.000167223,128.0
1164,575872,11.3137085,0.004082791,0.036930139,9435086849.693323,0.023055993,0.000167223,128.0
1165,588672,11.3137085,9.7e-05,0.032863004,9644802049.73096,0.023055993,9.7e-05,128.0
1166,601472,11.3137085,0.000232194,0.034206912,9854517249.768599,0.023055993,9.7e-05,128.0
1167,614272,11.3137085,0.001578351,0.035816689,10064232449.806236,0.023055993,9.7e-05,128.0
1168,627072,11.3137085,0.00074062,0.032817853,10273947649.843874,0.023055993,9.7e-05,128.0
1169,639872,11.3137085,0.003124828,0.026169671,10483662849.881512,0.023055993,9.7e-05,128.0
1170,652672,11.3137085,0.002156175,0.031490092,10693378049.91915,0.023055993,9.7e-05,128.0
1171,665472,11.3137085,0.002490076,0.029803119,10903093249.956787,0.023055993,9.7e-05,128.0
1172,678272,11.3137085,0.000256656,0.026773512,11112808449.994425,0.023055993,9.7e-05,128.0
1173,691072,11.3137085,0.002131022,0.028252799,11322523650.032063,0.023055993,9.7e-05,128.0
1174,703872,11.3137085,0.000455388,0.028523394,11532238850.0697,0.023055993,9.7e-05,128.0
1175,716672,11.3137085,9.34e-05,0.034432973,11741954050.107338,0.023055993,9.34e-05,128.0
1176,729472,11.3137085,0.024207585,0.03612551,11951669250.144978,0.023055993,9.34e-05,128.0
1177,742272,11.3137085,0.018681169,0.026369379,12161384450.182615,0.023055993,9.34e-05,128.0
1178,755072,11.3137085,0.008674009,0.033466779,12371099650.220253,0.023055993,9.34e-05,128.0
1179,767872,11.3137085,0.000401084,0.026952369,12580814850.25789,0.023055993,9.34e-05,128.0
1180,780672,11.3137085,0.000303697,0.027471873,12790530050.295528,0.023055993,9.34e-05,128.0
1181,793472,11.3137085,0.000296268,0.032403545,13000245250.333166,0.023055993,9.34e-05,128.0
1182,806272,11.3137085,0.000364493,0.037232777,13209960450.370804,0.023055993,9.34e-05,128.0
1183,819072,11.3137085,5.02e-05,0.031755622,13419675650.408442,0.023055993,5.02e-05,128.0
1184,831872,11.3137085,0.001113252,0.039879018,13629390850.44608,0.023055993,5.02e-05,128.0
1185,844672,11.3137085,0.00346151,0.027615574,13839106050.483717,0.023055993,5.02e-05,128.0
1186,857472,11.3137085,8.47e-05,0.034865845,14048821250.521355,0.023055993,5.02e-05,128.0
1187,870272,11.3137085,0.000115923,0.038991839,14258536450.558992,0.023055993,5.02e-05,128.0
1188,883072,11.3137085,0.000587183,0.03444712,14468251650.59663,0.023055993,5.02e-05,128.0
1189,895872,11.3137085,0.001186621,0.033544758,14677966850.634268,0.023055993,5.02e-05,128.0
1190,908672,11.3137085,0.002772808,0.029670235,14887682050.671906,0.023055993,5.02e-05,128.0
1191,921472,11.3137085,0.02400203,0.046432952,15097397250.709543,0.023055993,5.02e-05,128.0
1192,934272,11.3137085,0.026009677,0.034464541,15307112450.74718,0.023055993,5.02e-05,128.0
1193,947072,11.3137085,1.73e-05,0.02972344,15516827650.784819,0.023055993,1.73e-05,128.0
1194,959872,11.3137085,0.034803633,0.034363289,15726542850.822456,0.023055993,1.73e-05,128.0
1195,972672,11.3137085,0.000752164,0.031725266,15936258050.860094,0.023055993,1.73e-05,128.0
1196,985472,11.3137085,4.87e-05,0.034755937,16145973250.897732,0.023055993,1.73e-05,128.0
1197,998272,11.3137085,0.00019562,0.03549507,16355688450.93537,0.023055993,1.73e-05,128.0
1198,1011072,11.3137085,0.00010684,0.034918735,16565403650.973007,0.023055993,1.73e-05,128.0
1199,1023872,11.3137085,0.00040393,0.03881183,16775118851.010645,0.023055993,1.73e-05,128.0
1200,1036672,11.3137085,0.014245639,0.035698997,16984834051.048283,0.023055993,1.73e-05,128.0
1201,1049472,11.3137085,0.001304646,0.033189223,17194549251.085922,0.023055993,1.73e-05,128.0
1202,1062272,11.3137085,0.006481256,0.031888922,17404264451.123558,0.023055993,1.73e-05,128.0
1203,1075072,11.3137085,0.000128571,0.036105471,17613979651.161198,0.023055993,1.73e-05,128.0
1204,1087872,11.3137085,2.89e-05,0.03185213,17823694851.198833,0.023055993,1.73e-05,128.0
1205,1100672,11.3137085,0.00012689,0.033025877,18033410051.236473,0.023055993,1.73e-05,128.0
1206,1113472,11.3137085,2.94e-05,0.030249069,18243125251.27411,0.023055993,1.73e-05,128.0
1207,1126272,11.3137085,0.001010809,0.03034767,18452840451.31175,0.023055993,1.73e-05,128.0
1208,1139072,11.3137085,0.012946831,0.033861438,18662555651.349384,0.023055993,1.73e-05,128.0
1209,1151872,11.3137085,7.75e-05,0.032037221,18872270851.387024,0.023055993,1.73e-05,128.0
1210,1164672,11.3137085,0.000622231,0.036705142,19081986051.42466,0.023055993,1.73e-05,128.0
1211,1177472,11.3137085,3.22e-05,0.035377641,19291701251.4623,0.023055993,1.73e-05,128.0
1212,1190272,11.3137085,0.000275463,0.035609692,19501416451.499935,0.023055993,1.73e-05,128.0
1213,1203072,11.3137085,0.000125075,0.035245539,19711131651.537575,0.023055993,1.73e-05,128.0
1214,1215872,11.3137085,0.001749828,0.034398069,19920846851.57521,0.023055993,1.73e-05,128.0
1215,1228672,11.3137085,3.17e-06,0.034918391,20130562051.61285,0.023055993,3.17e-06,128.0
1216,1241472,11.3137085,9.07e-05,0.034457298,20340277251.650486,0.023055993,3.17e-06,128.0
1217,1254272,11.3137085,0.023552164,0.053211367,20549992451.688126,0.023055993,3.17e-06,128.0
1218,1267072,11.3137085,0.000211197,0.032711205,20759707651.72576,0.023055993,3.17e-06,128.0
1219,1279872,11.3137085,6.24e-05,0.038201327,20969422851.7634,0.023055993,3.17e-06,128.0
1220,1292672,11.3137085,5.85e-06,0.03623892,21179138051.801037,0.023055993,3.17e-06,128.0
1221,1305472,11.3137085,0.002146868,0.037165417,21388853251.838676,0.023055993,3.17e-06,128.0
1222,1318272,11.3137085,3.09e-05,0.033412113,21598568451.876312,0.023055993,3.17e-06,128.0
1223,1331072,11.3137085,8.57e-05,0.042213639,21808283651.91395,0.023055993,3.17e-06,128.0
1224,1343872,11.3137085,4.31e-05,0.042299919,22017998851.95159,0.023055993,3.17e-06,128.0
1225,1356672,11.3137085,0.001429168,0.038635352,22227714051.989227,0.023055993,3.17e-06,128.0
1226,1369472,11.3137085,0.019261435,0.035898003,22437429252.026867,0.023055993,3.17e-06,128.0
1227,1382272,11.3137085,2.54e-05,0.041636858,22647144452.064503,0.023055993,3.17e-06,128.0
1228,1395072,11.3137085,0.001189396,0.03280727,22856859652.102142,0.023055993,3.17e-06,128.0
1229,1407872,11.3137085,0.000394629,0.033168191,23066574852.13978,0.023055993,3.17e-06,128.0
1230,1420672,11.3137085,0.003037736,0.032812862,23276290052.177418,0.023055993,3.17e-06,128.0
1231,1433472,11.3137085,0.016707035,0.031061218,23486005252.215054,0.023055993,3.17e-06,128.0
1232,1446272,11.3137085,0.001606244,0.033289438,23695720452.252693,0.023055993,3.17e-06,128.0
1233,1459072,11.3137085,7.3e-06,0.029610574,23905435652.29033,0.023055993,3.17e-06,128.0
1234,1471872,11.3137085,1.99e-06,0.032482637,24115150852.32797,0.023055993,1.99e-06,128.0
1235,1484672,11.3137085,1.08e-06,0.033796545,24324866052.365604,0.023055993,1.08e-06,128.0
1236,1497472,11.3137085,0.000526283,0.03434467,24534581252.403244,0.023055993,1.08e-06,128.0
1237,1510272,11.3137085,1.1e-05,0.035160722,24744296452.44088,0.023055993,1.08e-06,128.0
1238,1523072,11.3137085,0.000236657,0.02944811,24954011652.47852,0.023055993,1.08e-06,128.0
1239,1535872,11.3137085,0.000313013,0.031791805,25163726852.516155,0.023055993,1.08e-06,128.0
1240,1548672,11.3137085,6.58e-05,0.030007278,25373442052.553795,0.023055993,1.08e-06,128.0
1241,1561472,11.3137085,4.55e-06,0.046430288,25583157252.59143,0.023055993,1.08e-06,128.0
1242,1574272,11.3137085,0.000526866,0.03461562,25792872452.62907,0.023055993,1.08e-06,128.0
1243,1587072,11.3137085,0.000804571,0.034825103,26002587652.666706,0.023055993,1.08e-06,128.0
1244,1599872,11.3137085,0.000235308,0.034994886,26212302852.704346,0.023055993,1.08e-06,128.0
1245,1612672,11.3137085,0.002863918,0.031773954,26422018052.74198,0.023055993,1.08e-06,128.0
1246,1625472,11.3137085,1.97e-05,0.037924265,26631733252.77962,0.023055993,1.08e-06,128.0
1247,1638272,11.3137085,4.37e-05,0.03911535,26841448452.817257,0.023055993,1.08e-06,128.0
1248,1651072,11.3137085,9.18e-06,0.037642479,27051163652.854897,0.023055993,1.08e-06,128.0
1249,1663872,11.3137085,0.000298878,0.039741065,27260878852.892532,0.023055993,1.08e-06,128.0
1250,1676672,11.3137085,9.61e-05,0.043804589,27470594052.930172,0.023055993,1.08e-06,128.0
1251,1689472,11.3137085,0.006347002,0.042151188,27680309252.967808,0.023055993,1.08e-06,128.0
1252,1702272,11.3137085,0.000786826,0.040966814,27890024453.005447,0.023055993,1.08e-06,128.0
1253,1715072,11.3137085,6.7e-07,0.037941829,28099739653.043083,0.023055993,6.7e-07,128.0
1254,1727872,11.3137085,5.07e-05,0.043641833,28309454853.080723,0.023055993,6.7e-07,128.0
1255,1740672,11.3137085,4.81e-06,0.043215573,28519170053.118362,0.023055993,6.7e-07,128.0
1256,1753472,11.3137085,2.38e-05,0.041364044,28728885253.156,0.023055993,6.7e-07,128.0
1257,1766272,11.3137085,0.001889694,0.041770368,28938600453.193638,0.023055993,6.7e-07,128.0
1258,1779072,11.3137085,0.036381494,0.040996796,29148315653.231274,0.023055993,6.7e-07,128.0
1259,1791872,11.3137085,0.000136286,0.043679789,29358030853.268913,0.023055993,6.7e-07,128.0
1260,1804672,11.3137085,2.59e-05,0.03733705,29567746053.30655,0.023055993,6.7e-07,128.0
1261,1817472,11.3137085,2.42e-06,0.037387008,29777461253.34419,0.023055993,6.7e-07,128.0
1262,1830272,11.3137085,0.025001114,0.033563464,29987176453.381824,0.023055993,6.7e-07,128.0
1263,1843072,11.3137085,2.91e-05,0.040024179,30196891653.419464,0.023055993,6.7e-07,128.0
1264,1855872,11.3137085,3.94e-06,0.035418385,30406606853.4571,0.023055993,6.7e-07,128.0
1265,1868672,11.3137085,0.002194382,0.033570272,30616322053.49474,0.023055993,6.7e-07,128.0
1266,1881472,11.3137085,0.006231717,0.042795124,30826037253.532375,0.023055993,6.7e-07,128.0
1267,1894272,11.3137085,2.51e-05,0.045260314,31035752453.570015,0.023055993,6.7e-07,128.0
1268,1907072,11.3137085,2.35e-05,0.031103115,31245467653.60765,0.023055993,6.7e-07,128.0
1269,1919872,11.3137085,1.95e-05,0.031714551,31455182853.64529,0.023055993,6.7e-07,128.0
1270,12672,16.0,0.083536185,0.087802105,415236096.0,0.087802105,0.083536185,256.0
1271,25472,16.0,0.068718195,0.059692135,834666496.0,0.059692135,0.068718195,256.0
1272,38272,16.0,0.049924206,0.06560338,1254096896.0,0.059692135,0.049924206,256.0
1273,51072,16.0,0.011006337,0.04322247,1673527296.0,0.04322247,0.011006337,256.0
1274,63872,16.0,0.058548354,0.058044267,2092957696.0,0.04322247,0.011006337,256.0
1275,76672,16.0,0.055686269,0.052302476,2512388096.0,0.04322247,0.011006337,256.0
1276,89472,16.0,0.045343369,0.041123715,2931818496.0,0.041123715,0.011006337,256.0
1277,102272,16.0,0.03770652,0.051347153,3351248896.0,0.041123715,0.011006337,256.0
1278,115072,16.0,0.067187704,0.031994357,3770679296.0,0.031994357,0.011006337,256.0
1279,127872,16.0,0.023041675,0.03506277,4190109696.0,0.031994357,0.011006337,256.0
1280,140672,16.0,0.076017275,0.031287454,4609540096.0,0.031287454,0.011006337,256.0
1281,153472,16.0,0.03597245,0.034412234,5028970496.0,0.031287454,0.011006337,256.0
1282,166272,16.0,0.008691214,0.034826592,5448400896.0,0.031287454,0.008691214,256.0
1283,179072,16.0,0.001456223,0.029567555,5867831296.0,0.029567555,0.001456223,256.0
1284,191872,16.0,0.015367213,0.032141232,6287261696.0,0.029567555,0.001456223,256.0
1285,204672,16.0,0.00226756,0.032909659,6706692096.0,0.029567555,0.001456223,256.0
1286,217472,16.0,0.002080058,0.026818455,7126122496.0,0.026818455,0.001456223,256.0
1287,230272,16.0,0.004321041,0.033924259,7545552896.0,0.026818455,0.001456223,256.0
1288,243072,16.0,0.014574687,0.028042405,7964983296.0,0.026818455,0.001456223,256.0
1289,255872,16.0,0.009961997,0.032510429,8384413696.0,0.026818455,0.001456223,256.0
1290,268672,16.0,0.107043654,0.02412719,8803844096.0,0.02412719,0.001456223,256.0
1291,281472,16.0,0.001400014,0.034424841,9223274496.0,0.02412719,0.001400014,256.0
1292,294272,16.0,0.004965076,0.030536158,9642704896.0,0.02412719,0.001400014,256.0
1293,307072,16.0,0.000943855,0.030778444,10062135296.0,0.02412719,0.000943855,256.0
1294,319872,16.0,0.000447338,0.023378164,10481565696.0,0.023378164,0.000447338,256.0
1295,332672,16.0,0.000829143,0.02752083,10900996096.0,0.023378164,0.000447338,256.0
1296,345472,16.0,0.003173699,0.028834704,11320426496.0,0.023378164,0.000447338,256.0
1297,358272,16.0,0.009838843,0.022017781,11739856896.0,0.022017781,0.000447338,256.0
1298,371072,16.0,0.001325477,0.033918353,12159287296.0,0.022017781,0.000447338,256.0
1299,383872,16.0,0.013589945,0.030070264,12578717696.0,0.022017781,0.000447338,256.0
1300,396672,16.0,0.002965726,0.027003814,12998148096.0,0.022017781,0.000447338,256.0
1301,409472,16.0,0.034485232,0.031089217,13417578496.0,0.022017781,0.000447338,256.0
1302,422272,16.0,0.033350423,0.024089704,13837008896.0,0.022017781,0.000447338,256.0
1303,435072,16.0,0.004631524,0.029222514,14256439296.0,0.022017781,0.000447338,256.0
1304,447872,16.0,0.000518881,0.027261233,14675869696.0,0.022017781,0.000447338,256.0
1305,460672,16.0,0.003238881,0.02755624,15095300096.0,0.022017781,0.000447338,256.0
1306,473472,16.0,0.001082519,0.028167494,15514730496.0,0.022017781,0.000447338,256.0
1307,486272,16.0,0.001415827,0.033795928,15934160896.0,0.022017781,0.000447338,256.0
1308,499072,16.0,0.015356673,0.029642057,16353591296.0,0.022017781,0.000447338,256.0
1309,511872,16.0,0.000435136,0.035080869,16773021696.0,0.022017781,0.000435136,256.0
1310,524672,16.0,0.001812546,0.028830557,17192452096.0,0.022017781,0.000435136,256.0
1311,537472,16.0,0.000787035,0.025282477,17611882496.0,0.022017781,0.000435136,256.0
1312,550272,16.0,0.001265763,0.028097858,18031312896.0,0.022017781,0.000435136,256.0
1313,563072,16.0,5.02e-05,0.026302735,18450743296.0,0.022017781,5.02e-05,256.0
1314,575872,16.0,0.013504868,0.033074027,18870173696.0,0.022017781,5.02e-05,256.0
1315,588672,16.0,0.000859343,0.034023142,19289604096.0,0.022017781,5.02e-05,256.0
1316,601472,16.0,0.031986542,0.021958238,19709034496.0,0.021958238,5.02e-05,256.0
1317,614272,16.0,0.001064049,0.024300002,20128464896.0,0.021958238,5.02e-05,256.0
1318,627072,16.0,0.000356669,0.025781437,20547895296.0,0.021958238,5.02e-05,256.0
1319,639872,16.0,0.000842807,0.029910857,20967325696.0,0.021958238,5.02e-05,256.0
1320,652672,16.0,0.001154647,0.027195287,21386756096.0,0.021958238,5.02e-05,256.0
1321,665472,16.0,0.002024649,0.028548672,21806186496.0,0.021958238,5.02e-05,256.0
1322,678272,16.0,0.006069337,0.026771817,22225616896.0,0.021958238,5.02e-05,256.0
1323,691072,16.0,0.000165053,0.031150703,22645047296.0,0.021958238,5.02e-05,256.0
1324,703872,16.0,0.000194012,0.030075345,23064477696.0,0.021958238,5.02e-05,256.0
1325,716672,16.0,0.028237447,0.0324346,23483908096.0,0.021958238,5.02e-05,256.0
1326,729472,16.0,6.24e-05,0.025171755,23903338496.0,0.021958238,5.02e-05,256.0
1327,742272,16.0,0.015479797,0.022744627,24322768896.0,0.021958238,5.02e-05,256.0
1328,755072,16.0,0.032695614,0.023654944,24742199296.0,0.021958238,5.02e-05,256.0
1329,767872,16.0,0.011713059,0.025884438,25161629696.0,0.021958238,5.02e-05,256.0
1330,780672,16.0,0.000800582,0.026115382,25581060096.0,0.021958238,5.02e-05,256.0
1331,793472,16.0,1.91e-05,0.029953265,26000490496.0,0.021958238,1.91e-05,256.0
1332,806272,16.0,0.03601481,0.025226388,26419920896.0,0.021958238,1.91e-05,256.0
1333,819072,16.0,0.00064992,0.022530311,26839351296.0,0.021958238,1.91e-05,256.0
1334,831872,16.0,0.020143759,0.032978066,27258781696.0,0.021958238,1.91e-05,256.0
1335,844672,16.0,0.000207141,0.035789373,27678212096.0,0.021958238,1.91e-05,256.0
1336,857472,16.0,0.00573805,0.031838776,28097642496.0,0.021958238,1.91e-05,256.0
1337,870272,16.0,6.28e-05,0.029876716,28517072896.0,0.021958238,1.91e-05,256.0
1338,883072,16.0,0.000592025,0.027882567,28936503296.0,0.021958238,1.91e-05,256.0
1339,895872,16.0,0.000163145,0.027904495,29355933696.0,0.021958238,1.91e-05,256.0
1340,908672,16.0,0.000148209,0.027638719,29775364096.0,0.021958238,1.91e-05,256.0
1341,921472,16.0,4.39e-05,0.03015806,30194794496.0,0.021958238,1.91e-05,256.0
1342,934272,16.0,0.004698826,0.030142961,30614224896.0,0.021958238,1.91e-05,256.0
1343,947072,16.0,4.57e-05,0.028773713,31033655296.0,0.021958238,1.91e-05,256.0
1344,959872,16.0,0.000150286,0.034459789,31453085696.0,0.021958238,1.91e-05,256.0
1345,972672,16.0,0.001943058,0.026136071,31872516096.0,0.021958238,1.91e-05,256.0
1346,985472,16.0,0.00265895,0.033259451,32291946496.0,0.021958238,1.91e-05,256.0
1347,998272,16.0,0.000661931,0.032847223,32711376896.0,0.021958238,1.91e-05,256.0
1348,1011072,16.0,0.007667882,0.030873066,33130807296.0,0.021958238,1.91e-05,256.0
1349,1023872,16.0,2.15e-05,0.032075414,33550237696.0,0.021958238,1.91e-05,256.0
1350,1036672,16.0,5.58e-05,0.029324259,33969668096.0,0.021958238,1.91e-05,256.0
1351,1049472,16.0,0.000240595,0.031795394,34389098496.0,0.021958238,1.91e-05,256.0
1352,1062272,16.0,0.002577454,0.025427113,34808528896.0,0.021958238,1.91e-05,256.0
1353,1075072,16.0,0.001347098,0.028227207,35227959296.0,0.021958238,1.91e-05,256.0
1354,1087872,16.0,0.029480202,0.034413374,35647389696.0,0.021958238,1.91e-05,256.0
1355,1100672,16.0,0.002109216,0.030983028,36066820096.0,0.021958238,1.91e-05,256.0
1356,1113472,16.0,0.00013985,0.028888464,36486250496.0,0.021958238,1.91e-05,256.0
1357,1126272,16.0,0.000845606,0.025730752,36905680896.0,0.021958238,1.91e-05,256.0
1358,1139072,16.0,0.000386705,0.028306088,37325111296.0,0.021958238,1.91e-05,256.0
1359,1151872,16.0,0.003193052,0.031709303,37744541696.0,0.021958238,1.91e-05,256.0
1360,1164672,16.0,0.001365017,0.02652843,38163972096.0,0.021958238,1.91e-05,256.0
1361,1177472,16.0,0.000123273,0.028606279,38583402496.0,0.021958238,1.91e-05,256.0
1362,1190272,16.0,5.23e-06,0.030605275,39002832896.0,0.021958238,5.23e-06,256.0
1363,1203072,16.0,0.000117256,0.03445935,39422263296.0,0.021958238,5.23e-06,256.0
1364,1215872,16.0,0.005425568,0.034828258,39841693696.0,0.021958238,5.23e-06,256.0
1365,1228672,16.0,0.000178869,0.036124852,40261124096.0,0.021958238,5.23e-06,256.0
1366,1241472,16.0,0.00125534,0.039393458,40680554496.0,0.021958238,5.23e-06,256.0
1367,1254272,16.0,8.64e-05,0.040373002,41099984896.0,0.021958238,5.23e-06,256.0
1368,1267072,16.0,7.93e-05,0.038156013,41519415296.0,0.021958238,5.23e-06,256.0
1369,1279872,16.0,0.00013725,0.033212819,41938845696.0,0.021958238,5.23e-06,256.0
1370,1292672,16.0,0.000384284,0.031585604,42358276096.0,0.021958238,5.23e-06,256.0
1371,1305472,16.0,0.000855392,0.036396774,42777706496.0,0.021958238,5.23e-06,256.0
1372,1318272,16.0,0.000158553,0.035911208,43197136896.0,0.021958238,5.23e-06,256.0
1373,1331072,16.0,1e-05,0.035594184,43616567296.0,0.021958238,5.23e-06,256.0
1374,1343872,16.0,2.47e-05,0.034969087,44035997696.0,0.021958238,5.23e-06,256.0
1375,1356672,16.0,1.55e-05,0.035894552,44455428096.0,0.021958238,5.23e-06,256.0
1376,1369472,16.0,0.000110009,0.040472416,44874858496.0,0.021958238,5.23e-06,256.0
1377,1382272,16.0,5.6e-05,0.04032152,45294288896.0,0.021958238,5.23e-06,256.0
1378,1395072,16.0,1.93e-05,0.035831133,45713719296.0,0.021958238,5.23e-06,256.0
1379,1407872,16.0,0.003208105,0.035418961,46133149696.0,0.021958238,5.23e-06,256.0
1380,1420672,16.0,6.02e-07,0.028539959,46552580096.0,0.021958238,6.02e-07,256.0
1381,1433472,16.0,0.001244582,0.03256614,46972010496.0,0.021958238,6.02e-07,256.0
1382,1446272,16.0,0.000134959,0.028917594,47391440896.0,0.021958238,6.02e-07,256.0
1383,1459072,16.0,4.38e-05,0.038223008,47810871296.0,0.021958238,6.02e-07,256.0
1384,1471872,16.0,1.44e-05,0.039777836,48230301696.0,0.021958238,6.02e-07,256.0
1385,1484672,16.0,1.29e-05,0.034720644,48649732096.0,0.021958238,6.02e-07,256.0
1386,1497472,16.0,4.9e-05,0.037560611,49069162496.0,0.021958238,6.02e-07,256.0
1387,1510272,16.0,0.000615305,0.041126712,49488592896.0,0.021958238,6.02e-07,256.0
1388,1523072,16.0,8.5e-06,0.042894177,49908023296.0,0.021958238,6.02e-07,256.0
1389,1535872,16.0,7.82e-05,0.037316582,50327453696.0,0.021958238,6.02e-07,256.0
1390,1548672,16.0,0.005896599,0.038474476,50746884096.0,0.021958238,6.02e-07,256.0
1391,1561472,16.0,0.001362105,0.042196591,51166314496.0,0.021958238,6.02e-07,256.0
1392,1574272,16.0,0.000294424,0.038324395,51585744896.0,0.021958238,6.02e-07,256.0
1393,1587072,16.0,5.24e-05,0.032701861,52005175296.0,0.021958238,6.02e-07,256.0
1394,1599872,16.0,2.37e-05,0.031033025,52424605696.0,0.021958238,6.02e-07,256.0
1395,1612672,16.0,0.00020399,0.035107431,52844036096.0,0.021958238,6.02e-07,256.0
1396,1625472,16.0,6.95e-06,0.03510645,53263466496.0,0.021958238,6.02e-07,256.0
1397,1638272,16.0,0.00070389,0.037748143,53682896896.0,0.021958238,6.02e-07,256.0
1398,1651072,16.0,5.41e-06,0.031552711,54102327296.0,0.021958238,6.02e-07,256.0
1399,1663872,16.0,8.97e-06,0.034225782,54521757696.0,0.021958238,6.02e-07,256.0
1400,1676672,16.0,0.002392899,0.033423639,54941188096.0,0.021958238,6.02e-07,256.0
1401,1689472,16.0,7.43e-07,0.033788408,55360618496.0,0.021958238,6.02e-07,256.0
1402,1702272,16.0,0.000197028,0.035640677,55780048896.0,0.021958238,6.02e-07,256.0
1403,1715072,16.0,5.15e-05,0.037544403,56199479296.0,0.021958238,6.02e-07,256.0
1404,1727872,16.0,8.21e-07,0.038744751,56618909696.0,0.021958238,6.02e-07,256.0
1405,1740672,16.0,1.56e-05,0.044052163,57038340096.0,0.021958238,6.02e-07,256.0
1406,1753472,16.0,0.000120698,0.040812197,57457770496.0,0.021958238,6.02e-07,256.0
1407,1766272,16.0,0.000718605,0.041359733,57877200896.0,0.021958238,6.02e-07,256.0
1408,1779072,16.0,1.23e-05,0.045283512,58296631296.0,0.021958238,6.02e-07,256.0
1409,1791872,16.0,0.000493888,0.034712685,58716061696.0,0.021958238,6.02e-07,256.0
1410,1804672,16.0,0.008886485,0.03560242,59135492096.0,0.021958238,6.02e-07,256.0
1411,1817472,16.0,0.032361381,0.034835708,59554922496.0,0.021958238,6.02e-07,256.0
1412,1830272,16.0,7.95e-06,0.038846935,59974352896.0,0.021958238,6.02e-07,256.0
1413,1843072,16.0,4.7e-05,0.035811421,60393783296.0,0.021958238,6.02e-07,256.0
1414,1855872,16.0,6.97e-05,0.034995609,60813213696.0,0.021958238,6.02e-07,256.0
1415,1868672,16.0,2.45e-05,0.032616742,61232644096.0,0.021958238,6.02e-07,256.0
1416,1881472,16.0,0.01906823,0.033626513,61652074496.0,0.021958238,6.02e-07,256.0
1417,1894272,16.0,4.06e-05,0.034407308,62071504896.0,0.021958238,6.02e-07,256.0
1418,1907072,16.0,3.41e-06,0.03402169,62490935296.0,0.021958238,6.02e-07,256.0
1419,1919872,16.0,2.54e-06,0.03712907,62910365696.0,0.021958238,6.02e-07,256.0
1420,12672,1.0,0.219270587,0.253567402,1622016.0,0.253567402,0.219270587,1.0
1421,25472,1.0,0.199516967,0.165683243,3260416.0,0.165683243,0.199516967,1.0
1422,38272,1.0,0.214905888,0.151732647,4898816.0,0.151732647,0.199516967,1.0
1423,51072,1.0,0.062786318,0.142185943,6537216.0,0.142185943,0.062786318,1.0
1424,63872,1.0,0.132454455,0.121795808,8175616.0,0.121795808,0.062786318,1.0
1425,76672,1.0,0.184661612,0.128318538,9814016.0,0.121795808,0.062786318,1.0
1426,89472,1.0,0.13278237,0.115118858,11452416.0,0.115118858,0.062786318,1.0
1427,102272,1.0,0.259950489,0.10519322,13090816.0,0.10519322,0.062786318,1.0
1428,115072,1.0,0.05868439,0.125835448,14729216.0,0.10519322,0.05868439,1.0
1429,127872,1.0,0.088274747,0.099869645,16367616.0,0.099869645,0.05868439,1.0
1430,140672,1.0,0.087360799,0.116861178,18006016.0,0.099869645,0.05868439,1.0
1431,153472,1.0,0.035746507,0.108090145,19644416.0,0.099869645,0.035746507,1.0
1432,166272,1.0,0.105675861,0.105484723,21282816.0,0.099869645,0.035746507,1.0
1433,179072,1.0,0.104040518,0.093316778,22921216.0,0.093316778,0.035746507,1.0
1434,191872,1.0,0.191244066,0.087031092,24559616.0,0.087031092,0.035746507,1.0
1435,204672,1.0,0.123652495,0.102675406,26198016.0,0.087031092,0.035746507,1.0
1436,217472,1.0,0.151834622,0.089943373,27836416.0,0.087031092,0.035746507,1.0
1437,230272,1.0,0.037652899,0.092911468,29474816.0,0.087031092,0.035746507,1.0
1438,243072,1.0,0.127411813,0.088006163,31113216.0,0.087031092,0.035746507,1.0
1439,255872,1.0,0.089835338,0.08865902,32751616.0,0.087031092,0.035746507,1.0
1440,268672,1.0,0.046720468,0.085097555,34390016.0,0.085097555,0.035746507,1.0
1441,281472,1.0,0.042848453,0.088768258,36028416.0,0.085097555,0.035746507,1.0
1442,294272,1.0,0.049027778,0.093769813,37666816.0,0.085097555,0.035746507,1.0
1443,307072,1.0,0.060221318,0.101932062,39305216.0,0.085097555,0.035746507,1.0
1444,319872,1.0,0.087469779,0.08374491,40943616.0,0.08374491,0.035746507,1.0
